0.447126 0.984021 
0.463259 0.987217 
0.452152 0.989348 
0.447072 0.990146 
0.455432 0.984528 
0.440456 0.981989 
0.438841 0.983790 
0.447354 0.985854 
0.511010 0.963152 
0.502985 0.981576 
0.412334 0.987717 
0.389370 0.990788 
0.391981 0.992630 
0.384709 0.993859 
0.392673 0.994736 
0.387730 0.995394 
0.383014 0.995527 
0.393932 0.995706 
0.389918 0.996704 
0.501095 0.875242 
0.426294 0.937621 
0.405514 0.958414 
0.421934 0.968810 
0.440394 0.965174 
0.431822 0.970978 
0.413410 0.975124 
0.430720 0.976695 
0.421324 0.979284 
0.419299 0.981356 
0.421351 0.983299 
0.542293 0.940809 
0.478219 0.970404 
0.494996 0.980270 
0.482170 0.985202 
0.487676 0.988162 
0.475482 0.990135 
0.462995 0.991544 
0.455195 0.992601 
0.453423 0.993423 
0.456685 0.991791 
0.452963 0.992669 
0.481925 0.981356 
0.426295 0.990678 
0.401163 0.993785 
0.406969 0.995339 
0.400451 0.996271 
0.394192 0.976752 
0.402381 0.980073 
0.409073 0.982564 
0.408933 0.984501 
0.401268 0.984883 
0.407218 0.986307 
0.541322 0.904903 
0.496886 0.952452 
0.458080 0.968301 
0.462606 0.976226 
0.441664 0.980981 
0.443085 0.984151 
0.434460 0.986415 
0.435988 0.988113 
0.430442 0.989434 
0.429316 0.975772 
0.429186 0.964495 
0.468201 0.945952 
0.480116 0.972976 
0.460588 0.981984 
0.437078 0.986488 
0.414194 0.989190 
0.411455 0.990992 
0.430877 0.992279 
0.424373 0.993244 
0.422425 0.993995 
0.412898 0.994595 
0.423327 0.995279 
0.520533 0.979462 
0.496461 0.989731 
0.476555 0.993154 
0.495554 0.994865 
0.479745 0.995892 
0.468193 0.996577 
0.466110 0.997066 
0.464115 0.997433 
0.465603 0.997718 
0.459668 0.997946 
0.457396 0.998334 
0.387388 0.978945 
0.341610 0.989472 
0.370556 0.992982 
0.372998 0.994736 
0.380792 0.995789 
0.397057 0.989296 
0.408517 0.990825 
0.402282 0.991972 
0.399227 0.992864 
0.394644 0.993578 
0.391568 0.994702 
0.470495 0.935150 
0.466449 0.967575 
0.454400 0.978383 
0.442419 0.983788 
0.459060 0.985919 
0.452839 0.988266 
0.464438 0.989942 
0.453025 0.991200 
0.447583 0.981835 
0.446627 0.983652 
0.435904 0.985427 
0.474908 0.938981 
0.448553 0.969491 
0.419866 0.979660 
0.416157 0.984745 
0.424143 0.958128 
0.431776 0.965106 
0.416607 0.970091 
0.418082 0.967162 
0.412881 0.970810 
0.409153 0.973729 
0.411931 0.976401 
0.535719 0.991171 
0.480753 0.995586 
0.503965 0.997057 
0.487972 0.997793 
0.477856 0.998234 
0.472074 0.995037 
0.476201 0.995746 
0.459717 0.996277 
0.469436 0.996691 
0.462589 0.997022 
0.454235 0.997723 
0.485910 0.956693 
0.460831 0.978346 
0.461050 0.985564 
0.428508 0.989173 
0.424951 0.991339 
0.430993 0.992782 
0.433789 0.993813 
0.421212 0.994587 
0.420056 0.995188 
0.416195 0.995669 
0.419682 0.996185 
0.555421 0.959343 
0.523209 0.979671 
0.498371 0.986448 
0.493842 0.989836 
0.472714 0.991869 
0.461698 0.993224 
0.467381 0.994192 
0.448024 0.994918 
0.445305 0.995483 
0.445686 0.995934 
0.442670 0.996945 
0.393193 0.771710 
0.473722 0.885855 
0.464347 0.917141 
0.441392 0.937856 
0.435070 0.950285 
0.454641 0.958349 
0.438006 0.962153 
0.428737 0.966884 
0.416253 0.953284 
0.418294 0.956221 
0.420553 0.960201 
0.612681 0.989832 
0.494650 0.994916 
0.463847 0.996611 
0.455886 0.997458 
0.448614 0.997966 
0.453590 0.998305 
0.437749 0.998547 
0.448836 0.998729 
0.448592 0.998870 
0.451217 0.998983 
0.453901 0.999155 
0.566197 0.964678 
0.573645 0.982339 
0.494883 0.988226 
0.485650 0.991169 
0.477254 0.992936 
0.464348 0.994113 
0.466555 0.994954 
0.459216 0.995585 
0.456073 0.996075 
0.460880 0.996468 
0.454308 0.996813 
0.581269 0.876668 
0.466069 0.938334 
0.440630 0.958889 
0.419261 0.969167 
0.412086 0.975334 
0.420530 0.979445 
0.417530 0.982381 
0.418442 0.984584 
0.418388 0.986296 
0.415208 0.987667 
0.412914 0.989059 
0.479637 0.941816 
0.478657 0.970908 
0.434799 0.980605 
0.409663 0.985454 
0.430099 0.988363 
0.428598 0.990303 
0.428661 0.991688 
0.442152 0.992727 
0.434860 0.993535 
0.433135 0.975108 
0.429643 0.976024 
0.471963 0.966533 
0.414492 0.983266 
0.458769 0.988844 
0.428543 0.991633 
0.431644 0.993307 
0.450073 0.994422 
0.444423 0.994053 
0.440285 0.982340 
0.434482 0.984302 
0.425211 0.985122 
0.418143 0.962114 
0.459761 0.937558 
0.471340 0.968779 
0.485813 0.979186 
0.458126 0.984389 
0.452720 0.987512 
0.445750 0.989593 
0.444628 0.991080 
0.427209 0.992195 
0.431037 0.991907 
0.423201 0.992717 
0.426179 0.993544 
0.489424 0.978597 
0.578565 0.989298 
0.500791 0.992866 
0.476855 0.994649 
0.455543 0.995719 
0.457756 0.995804 
0.465966 0.996403 
0.459283 0.986734 
0.456698 0.988208 
0.453735 0.989387 
0.449562 0.990386 
0.589201 0.994424 
0.503630 0.997212 
0.459863 0.998141 
0.469325 0.998606 
0.445029 0.998885 
0.426202 0.999071 
0.423104 0.999203 
0.427912 0.999303 
0.427096 0.999380 
0.424200 0.999442 
0.422026 0.999616 
0.489575 0.963597 
0.479763 0.981799 
0.464404 0.987866 
0.430535 0.990899 
0.458977 0.992719 
0.445755 0.993933 
0.441745 0.994800 
0.451103 0.995450 
0.442042 0.995955 
0.444693 0.996360 
0.434920 0.997192 
0.389323 0.995156 
0.406367 0.997578 
0.413403 0.998385 
0.414258 0.998789 
0.422984 0.999031 
0.406813 0.999193 
0.402105 0.999308 
0.405332 0.999394 
0.414421 0.999462 
0.412948 0.999183 
0.415019 0.991043 
0.566966 0.938238 
0.545085 0.969119 
0.524307 0.979413 
0.527120 0.984560 
0.522497 0.973792 
0.504638 0.968291 
0.494365 0.972750 
0.484042 0.964655 
0.474576 0.968582 
0.468274 0.971724 
0.459430 0.972737 
0.557807 0.992619 
0.469506 0.996309 
0.406478 0.984030 
0.457603 0.988022 
0.460993 0.990418 
0.441673 0.992015 
0.434700 0.992594 
0.443933 0.992338 
0.457890 0.993190 
0.451275 0.993871 
0.442408 0.994853 
0.436956 0.911878 
0.467296 0.955939 
0.481550 0.970626 
0.463720 0.977969 
0.449833 0.982376 
0.450012 0.985313 
0.442374 0.987411 
0.439020 0.988985 
0.432663 0.990209 
0.433060 0.991188 
0.432247 0.990504 
0.469848 0.981665 
0.472251 0.990833 
0.462523 0.993888 
0.449662 0.995416 
0.452152 0.996333 
0.445492 0.996944 
0.457032 0.997381 
0.450299 0.997708 
0.440116 0.983408 
0.437054 0.985067 
0.427109 0.986472 
0.519113 0.940042 
0.469004 0.958209 
0.455351 0.972139 
0.452939 0.979104 
0.457324 0.983284 
0.450510 0.986070 
0.439651 0.988060 
0.436557 0.989552 
0.433860 0.983497 
0.435919 0.960440 
0.430340 0.964064 
0.450704 0.958206 
0.429235 0.979103 
0.413900 0.986069 
0.446998 0.989551 
0.429617 0.991641 
0.432306 0.993034 
0.442930 0.994029 
0.441007 0.994776 
0.440073 0.995356 
0.435637 0.991772 
0.435593 0.993267 
0.478045 0.956063 
0.472822 0.978032 
0.466641 0.985354 
0.467691 0.989016 
0.448083 0.991213 
0.446003 0.992677 
0.426857 0.993723 
0.424494 0.994508 
0.425939 0.995118 
0.425217 0.995606 
0.423678 0.996084 
0.674854 0.975646 
0.606917 0.987823 
0.513121 0.991882 
0.478012 0.993912 
0.471656 0.995129 
0.462462 0.995941 
0.457961 0.996521 
0.448702 0.996956 
0.437882 0.997294 
0.438802 0.997565 
0.441535 0.997791 
0.511843 0.889249 
0.478650 0.944625 
0.434378 0.946693 
0.415019 0.938557 
0.426876 0.950846 
0.412253 0.959038 
0.431542 0.964890 
0.431963 0.956326 
0.441253 0.952512 
0.445035 0.955300 
0.438006 0.959377 
0.411937 0.962063 
0.451209 0.981032 
0.444861 0.983044 
0.469029 0.981003 
0.479553 0.984802 
0.484539 0.987335 
0.468279 0.989144 
0.446556 0.990170 
0.434568 0.973107 
0.438669 0.972235 
0.438196 0.974868 
0.489171 0.897944 
0.524949 0.948972 
0.492584 0.965981 
0.480403 0.974486 
0.453580 0.979589 
0.444576 0.982991 
0.431607 0.985421 
0.429091 0.987243 
0.417502 0.988660 
0.417846 0.989794 
0.416340 0.990776 
0.389026 0.916635 
0.420109 0.958318 
0.422734 0.972212 
0.434200 0.979159 
0.435422 0.966091 
0.451224 0.960998 
0.457516 0.966570 
0.452386 0.970748 
0.442977 0.973999 
0.438422 0.976599 
0.434377 0.978795 
0.453500 0.950877 
0.416420 0.975438 
0.437794 0.983626 
0.440350 0.987719 
0.455813 0.974944 
0.452836 0.979120 
0.443583 0.982103 
0.439066 0.984340 
0.444942 0.984956 
0.446111 0.984962 
0.439644 0.986375 
0.580496 0.994535 
0.546292 0.997267 
0.514981 0.998178 
0.506572 0.998634 
0.507873 0.998907 
0.493784 0.999089 
0.490464 0.999219 
0.491105 0.999317 
0.487638 0.996600 
0.479776 0.996940 
0.475682 0.997249 
