0.429060 0.947870 
0.399311 0.973935 
0.403894 0.982623 
0.389675 0.986968 
0.400087 0.989574 
0.413068 0.991312 
0.418985 0.992553 
0.407632 0.993484 
0.417177 0.989604 
0.421431 0.990643 
0.415193 0.991534 
0.435471 0.972701 
0.425665 0.986351 
0.456059 0.990900 
0.422901 0.993175 
0.427705 0.994540 
0.443723 0.995450 
0.437233 0.996100 
0.440843 0.996588 
0.437707 0.996967 
0.435055 0.997270 
0.428108 0.994349 
0.527183 0.995353 
0.482969 0.997677 
0.409261 0.998451 
0.403101 0.998838 
0.410565 0.997074 
0.417775 0.990557 
0.433471 0.991906 
0.432986 0.992918 
0.434773 0.993705 
0.434756 0.994334 
0.441147 0.994918 
0.563904 0.817048 
0.539647 0.908524 
0.480091 0.939016 
0.431290 0.951410 
0.426413 0.960072 
0.432198 0.966727 
0.437756 0.971480 
0.432511 0.975045 
0.424882 0.954464 
0.429919 0.958313 
0.425679 0.962175 
0.566416 0.828109 
0.468716 0.914054 
0.471414 0.942703 
0.435466 0.957027 
0.408178 0.955690 
0.395372 0.924532 
0.404781 0.934777 
0.410651 0.940831 
0.420328 0.947208 
0.432468 0.952487 
0.421194 0.956992 
0.499327 0.963854 
0.468878 0.981927 
0.455421 0.987951 
0.447807 0.990963 
0.462216 0.992771 
0.457720 0.993976 
0.454014 0.994836 
0.452252 0.995482 
0.442923 0.995984 
0.434873 0.996385 
0.435425 0.996760 
0.520651 0.976904 
0.469677 0.988452 
0.427317 0.992301 
0.433186 0.994226 
0.421149 0.995381 
0.423530 0.996151 
0.414196 0.982667 
0.413999 0.984834 
0.403985 0.986519 
0.407903 0.987867 
0.407361 0.989200 
0.638654 0.989184 
0.573395 0.994592 
0.482557 0.996395 
0.465674 0.997296 
0.465421 0.997837 
0.453990 0.998197 
0.437703 0.998455 
0.421145 0.998648 
0.429897 0.998798 
0.426877 0.998918 
0.417920 0.999049 
0.407167 0.879884 
0.431586 0.939942 
0.423669 0.959961 
0.414894 0.969971 
0.409228 0.975977 
0.408988 0.979981 
0.395707 0.982841 
0.405293 0.984985 
0.397852 0.986654 
0.398718 0.987988 
0.397011 0.989153 
0.543148 0.973098 
0.530134 0.986549 
0.508328 0.991033 
0.467955 0.993274 
0.439503 0.994620 
0.436874 0.995061 
0.438694 0.995767 
0.434402 0.996296 
0.439328 0.996707 
0.431950 0.997037 
0.427807 0.996510 
0.611647 0.983256 
0.557402 0.991628 
0.485195 0.994419 
0.480986 0.995814 
0.454429 0.995881 
0.448634 0.996567 
0.440182 0.997058 
0.451515 0.997425 
0.448143 0.997712 
0.439912 0.997940 
0.440077 0.998195 
0.343648 0.936086 
0.379180 0.968043 
0.411927 0.978695 
